,location,company,job_title,salary,city
1059,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1064,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1074,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1080,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1081,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1083,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1084,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1089,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1095,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1096,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1098,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1099,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1104,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1109,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1119,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1124,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1134,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1140,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1141,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1143,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1144,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1149,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1155,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1156,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1158,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1159,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1164,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1170,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1171,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1173,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1174,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1179,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1184,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1195,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1199,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1209,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1215,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1216,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1218,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1219,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1224,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1229,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1239,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1244,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1254,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1257,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1259,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1275,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1276,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1278,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1279,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1284,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1290,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1291,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1293,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1294,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1299,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1305,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1306,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1308,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1309,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1314,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1320,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1321,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1323,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1324,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1329,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1335,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1336,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1338,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1339,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1344,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1349,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1359,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1364,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1374,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1380,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1381,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1383,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1384,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1389,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1395,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1396,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1398,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1399,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1404,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1409,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1419,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1424,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1434,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1440,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1441,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1443,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1444,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1449,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1455,"Houston, TX",MD Anderson Cancer Center,"Research Programmer - Genetics, next generation sequencing (...","$66,400 - $99,600 a year",Houston
1456,"Houston, TX",MD Anderson Cancer Center,"Principal Institute Research Scientist - Drug Discovery, Bio...","$125,000 - $187,000 a year",Houston
1458,"Houston, TX",MD Anderson Cancer Center,"Sr Systems Analyst, Quantitative Research Computing - C #, A...","$76,400 - $114,600 a year",Houston
1459,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1464,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1469,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1479,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1483,"Houston, TX",MD Anderson Cancer Center,Institute Research Scientist - Translational Biology,"$95,000 - $142,000 a year",Houston
1484,"Houston, TX",Oscar Technology,Head of Engineering - Accounting Platform,"$200,000 - $300,000 a year",Houston
1522,"Washington, DC",Central Intelligence Agency,Undergraduate Internship/Co-op Program - Data Scientist,$21.44 - $25.84 an hour,Washington+City
1554,"Washington, DC",Central Intelligence Agency,Data Scientist,"$62,338 - $119,794 a year",Washington+City
1609,"Silver Spring, MD",Department of Health And Human Services,Supervisory Operations Research Analyst,"$131,767 - $161,900 a year",Washington+City
1626,"Greenbelt, MD",National Aeronautics and Space Administration,"Research Physical Scientist, AST, Atmospheric Chemistry and...","$94,796 - $145,629 a year",Washington+City
